date,title,link,location,description,en_title
21.06.2025 15:25 Uhr,Messerangriff in einer Grünanlage,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1572449.php,Ereignisort:Friedrichshain-Kreuzberg,"Nr. 1698
Gestern Abend nahm die Polizei in Kreuzberg einen Mann fest, der einen anderen Mann mit einem Messer bedroht haben soll. Gegen 17:35 Uhr machte eine Polizistin außer Dienst Einsatzkräfte der 32. Einsatzhundertschaft, die sich in der Yorckstraße aufhielten, auf die Situation in einer Parkanlage am Gleisdreieck aufmerksam. Die Beamten fuhren daraufhin unter Inanspruchnahme von Sonder-und Wegerechten in den Park und trafen dort auf einen 29-Jährigen, der ein Messer in seiner Hand hielt und damit einen 60-Jährigen bedrohte. Der Mann war mit seinem Hund im Park spazieren und trug einen Davidstern an einer Halskette. Der 29-Jährige soll den 60-Jährigen antisemitisch beleidigt und währenddessen ein Messer gezogen haben. Damit soll er den 60-Jährigen verfolgt, stichartige Bewegungen in seine Richtung gemacht und dabei gedroht haben, ihn abzustechen. Die Einsatzkräfte näherten sich dem 29-Jährigen, wobei ein Beamter seine Waffe in entschlossener Schusshaltung trug. Als der
    29-Jährige die Polizisten wahrnahm, ließ er sein Messer fallen. Er wurde von den Beamten zu Boden gebracht und es konnten ihm Handfesseln angelegt werden. Der 29-Jährige kam zur Feststellung seiner Personalien und für eine richterlich angeordnete Blutentnahme in ein Polizeigewahrsam. Anschließend wurde er einem Krankenhaus zugeführt und verblieb dort stationär in einer psychiatrischen Abteilung. Die weiteren Ermittlungen hat der Staatschutz des Landeskriminalamtes übernommen.",
21.06.2025 11:26 Uhr,Sachbeschädigung an der East Side Gallery,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1572439.php,Ereignisort:Friedrichshain-Kreuzberg,"Nr. 1696
Zwei Frauen und ein Mann beschädigten an einem Teil der Berliner Mauer ein Motiv eines Mauerbildes in Friedrichshain. Gegen 14:45 Uhr nahmen Einsatzkräfte in der Mühlenstraße zwei Frauen im Alter von 34 und 38 Jahren mit einem Banner in der Hand fest, die einen Schriftzug in roter Farbe mit Bezug zum Nahostkonflikt auf das Denkmal aufgemalt hatten, während ein 45-jähriger Mann das mit seinem Handy gefilmt hatte. Der Schriftzug befindet sich auf einem Teil der East Side Gallery, auf dem die der sogenannte Bruderkuss abgebildet ist. Die Einsatzkräfte brachten sie für erkennungsdienstliche Maßnahmen in ein Gewahrsam. Anschließend konnten sie ihre Wege fortsetzen. Der Polizeiliche Staatsschutz des Landeskriminalamts Berlin übernimmt die weiteren Ermittlungen.",
31.05.2025 15:19 Uhr,Ermittlungen nach Verdacht des Raubes und Schussabgaben,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1565579.php,Ereignisort:Mitte,"Nr. 1562
Die Kriminalpolizei der Direktion 1 (Nord) hat in der vergangenen Nacht die Ermittlungen nach dem Verdacht eines Raubes und Schussabgaben in Gesundbrunnen übernommen.
Zunächst wurden Polizei- und Rettungskräfte gegen 23:35 Uhr zum U-Bahnhof Osloer Straße alarmiert, da dort Sicherheitsdienstmitarbeiter der BVG in der Zwischenebene zwei Männer festgestellt hatten, von denen einer eine Gesichtsverletzung aufwies. Bevor die Kräfte am Ort eintrafen, entfernten sich die beiden Männer mit zwei weiteren Männern, die hinzugekommen waren.
Rund 30 Minuten später beobachteten Zeugen an einer Bushaltstelle an der Osloer Straße Ecke Tromsöer Straße eine Auseinandersetzung zwischen mehreren Personen, in deren Verlauf es zu mehreren Schussabgaben gekommen sein soll. Vor Eintreffen der alarmierten Polizeikräfte flüchteten die Personen. Am Ort zurückgebliebene Patronenhülsen wurden von Kräften sichergestellt.
Gegen 1:30 Uhr wurde die Polizei in ein Krankenhaus in der Heinz-Galinski-Straße gerufen, da sich in der Rettungsstelle ein Mann mit einer Kopfverletzung befand. Nach eigenen Angaben befand sich der 31-Jährige zunächst an einer Grünfläche in der Osloer Straße, als eine Gruppe an ihn herangetreten sein soll. Aus der Gruppe heraus soll er nach Drogen gefragt und dann unmittelbar angegriffen worden sein. Daraufhin sei der Mann in den U-Bahnhof geflüchtet und sei dann dort mit einem Messer sowie einer Stange attackiert und seines Geldes sowie seines Handys beraubt worden. Als er den U-Bahnhof daraufhin verließ, sei ihm die Gruppe gefolgt und es sei zu einem Schusswechsel mit weiteren Personen gekommen.
Der 31-Jährige wurde nach der ärztlichen Behandlung gemeinsam mit zwei weiteren Männern im Alter von 17 und 28 Jahren, die zu ihm ins Krankenhaus gekommen waren, in ein Polizeigewahrsam gebracht. Die drei Männer wurden erkennungsdienstlich behandelt. Derzeit besteht nach den bisherigen Erkenntnissen der Verdacht, dass es sich bei dem 31-Jährigen um den Mann handelt, der vom BVG-Sicherheitspersonal gegen 23:35 Uhr verletzt auf dem U-Bahnhof Osloer Straße festgestellt worden war und dass er gemeinsam mit den anderen beiden Männern an dem Sachverhalt mit den Schussabgaben beteiligt gewesen ist. Nach Abschluss der polizeilichen Maßnahmen wurde das Trio entlassen.
Die Ermittlungen zum Geschehen und zur Tatbeteiligung des Trios dauern an.",
04.03.2025 09:26 Uhr,Streit auf dem U-Bahnhof eskaliert – Unbekannter verletzt zwei Männer mit einem Messer,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1537246.php,Ereignisort:bezirksübergreifend,"Reinickendorf/Mitte
Nr. 0551
In Reinickendorf fügte gestern Nachmittag ein Unbekannter zwei Männern nach einem Streit Schnittverletzungen zu. Gegen 17 Uhr sollen sich drei Männer auf dem Bahnsteig des U-Bahnhofs Kurt-Schumacher-Platz befunden haben. Als die drei Freunde gemeinsam Alkohol konsumiert haben sollen, habe sich ein unbekannter Mann von ihnen gestört gefühlt. Nach Angaben eines Zeugen hat der Unbekannte im Zuge des darauffolgenden Streitgesprächs ein Messer gezogen und gegen zwei von ihnen eingesetzt. Dabei erlitten die beiden Männer im Alter von 43 und 22 Jahren je eine Schnittverletzung – der Ältere am Oberarm und der Jüngere hinter dem Ohr. Das Sicherheitspersonal der BVG wurde später auf dem Bahnsteig des U-Bahnhofs Leopoldplatz auf die Verletzten aufmerksam und alarmierte Rettungskräfte sowie die Polizei. Während der 22-Jährige ambulant am Bahnsteig medizinisch behandelt wurde, kam der 43-Jährige zur ambulanten Behandlung in ein Krankenhaus. Die weiteren Ermittlungen,
    insbesondere zur Namhaftmachung des bislang unbekannten Täters, übernahm ein Fachkommissariat der Polizeidirektion 1 (Nord).",
10.02.2025 07:34 Uhr,Raub auf offener Straße,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1529364.php,Ereignisort:Neukölln,"Nr. 0364
Die Kriminalpolizei bittet um Mithilfe bei der Suche nach zwei bislang Unbekannten. Am Montag, den 12. Februar 2024 gegen 6 Uhr wurde ein 31-Jähriger auf der Selchower Straße, auf Höhe der Hausnummer 6, durch zwei Personen von hinten zu Boden gerissen. Der Mann konnte sich zuerst der Situation entziehen und zur Kreuzung Selchower Straße/Weisestraße flüchten. Dort rissen ihn die beiden Männer erneut zu Boden. Einer der Angreifer kniete sich dann auf seinen Oberkörper und der zweite fixierte die Beine. Die mutmaßlichen Räuber holten das Portemonnaie des 31-Jährigen aus dessen Jackentasche und flüchteten über die Weisestraße in Richtung Columbiadamm. Mit den im Portemonnaie befindlichen EC- und Debitkarten wurden im Nachgang unrechtmäßige Zahlungen getätigt. Der 31-Jährige erlitt Hautabschürfungen am Kopf, lehnte jedoch eine ärztliche Behandlung ab.",
02.02.2025 13:09 Uhr,Seniorin von Radfahrer überfallen,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1527260.php,Ereignisort:Neukölln,"Nr. 0300
Gestern Nachmittag wurde eine Seniorin in Rudow von einem Radfahrer überfallen. Gegen 15 Uhr soll sich die 81-Jährige auf dem Weg nach Hause im Bocksbartweg befunden haben. Nach bisherigen Erkenntnissen näherte sich ihr ein Unbekannter von hinten mit einem Fahrrad, ließ dieses neben ihr fallen und versuchte ihr die Umhängetasche zu entreißen. Dabei soll die Seniorin zu Boden gerissen worden sein. Dem Täter gelang es schließlich, die Tasche zu entwenden und auf dem Rad zu flüchten. Einsatzkräfte suchten den Nahbereich erfolglos nach ihm ab. Die 81-Jährige erlitt Schulter – und Knieschmerzen. Alarmierte Rettungskräfte brachten sie nach ambulanter Behandlung am Ort zur weiteren ärztlichen Untersuchung in ein Krankenhaus. Das Raubkommissariat der Polizeidirektion 4 (Süd) übernahm die weiteren Ermittlungen.",
28.01.2025 17:25 Uhr,Dieb auf frischer Tat festgenommen,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1525610.php,Ereignisort:Tempelhof-Schöneberg,"Nr. 0257
Fahnder nahmen gestern Abend in Schöneberg einen Dieb fest. Nach bisherigen Erkenntnissen beobachteten die Einsatzkräfte den 32-jährigen mutmaßlichen Dieb, wie er gegen 19:45 Uhr in einem Möbelhaus am Sachsendamm nach unbeaufsichtigten Gegenständen Ausschau hielt. Bei einer für ihn günstigen Gelegenheit griff er sich einen unbeaufsichtigten Einkaufswagen mit einer Handtasche darin. Diesen schob er in eine andere Abteilung und entnahm die Geldbörse aus der Tasche. Auf dem Parkplatz vor dem Möbelhaus wurde der mutmaßliche Dieb dann durch die Fahnder festgenommen. Die Geldbörse konnte im Anschluss wieder an die Inhaberin zurückgegeben werden. Der Tatverdächtige wurde in einen Polizeigewahrsam gebracht und soll heute einem Haftrichter vorgeführt werden. Die weiteren Ermittlungen hat ein Fachkommissariat des Landeskriminalamts Berlin übernommen.",
23.01.2025 11:38 Uhr,Von Straßenbahn erfasst und lebensbedrohlich verletzt,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1523885.php,Ereignisort:Pankow,"Nr. 0206
Bei einem Verkehrsunfall in Prenzlauer Berg erlitt eine Frau gestern Nachmittag lebensbedrohliche Verletzungen. Nach derzeitigen Erkenntnissen überquerte die 28-Jährige gegen 16:40 Uhr die Gleise der Tram in der Greifswalder Straße, wurde hierbei von der herannahenden Straßenbahn der Linie M4 erfasst, mehrere Meter mitgeschleift und sehr schwer verletzt. Ein Rettungshubschrauber brachte die Frau in ein Krankenhaus, wo sie intensivmedizinisch betreut werden muss. Die Greifswalder Straße war bis 21:30 Uhr gesperrt. Der Verkehrsermittlungsdienst der Polizeidirektion 1 hat die weitere Bearbeitung übernommen.",
10.01.2025 16:28 Uhr,Nach queerfeindlicher Bedrohung – Polizei Berlin bittet um Mithilfe,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1516640.php,Ereignisort:bezirksübergreifend,"Friedrichshain-Kreuzberg/Mitte
Nr. 0099
Mit der Bitte um Mithilfe sucht die Polizei Berlin nach Zeuginnen und Zeugen, die im Dezember 2024 die queerfeindliche Bedrohung in Kreuzberg beobachtet hatten. Nach bisherigen Erkenntnissen soll der nach der Bedrohung Festgenommene am Samstag, den 28. Dezember 2024 auf dem überirdisch gelegenen Bahnsteig der U-Bahnlinien U1 und U3 am Bahnhof Hallesches Tor den Unbekannten, der eine Regenbogenfahne bei sich trug, gedroht haben, ihn abzustechen. Entgegen der Erstmeldung ergaben Zeugenaussagen im Rahmen der Ermittlungen, dass sich die Bedrohung gegen 15.55 Uhr ereignet haben soll. Der 39 Jahre alte Tatverdächtige soll dabei eine silberfarbene Totenkopfmaske vor dem Gesicht und ein Pappschild um den Oberkörper getragen haben. Er war nach der Bedrohung zunächst geflüchtet und dann gegen 16.30 Uhr in der Wilhelmstraße von Einsatzkräften festgenommen worden.
Die Ermittlerinnen und Ermittler fragen:
Wer hat am 28. Dezember 2024 die beschriebene Tat beobachtet?
Wer kann Angaben zum Tathergang machen?
Wer kann Angaben zur Identität des bedrohten Mannes machen?
Wer kann sachdienliche Hinweise zur Tat, zum Geschädigten, zum Tatverdächtigen oder zu Zeuginnen und Zeugen geben?
Hinweise richten Sie bitte an den Polizeilichen Staatsschutz des Landeskriminalamts Berlin unter der Telefonnummer (030) 4664–953528, per
E-Mail
, über die
Internetwache der Polizei Berlin
oder an jede andere Polizeidienststelle.
Erstmeldung Nr. 2686 vom 29. Dezember 2024: Festnahme nach queerfeindlicher Bedrohung
Gestern Nachmittag nahm die Polizei in Mitte einen Mann nach queerfeindlicher Bedrohung fest. Gegen 14.10 Uhr soll ein 39-Jähriger am U-Bahnhof Hallesches Tor auf einen Mann, der eine Regenbogenfahne in der Hand hielt, gestoßen sein. Diesen soll er queerfeindlich bedroht haben. Als der Unbekannte in eine U-Bahn stieg und wegfuhr, entfernte sich auch der Tatverdächtige mit einer anderen U-Bahn vom Ort und wurde gegen 16.30 Uhr in der Wilhelmstraße von alarmierten Einsatzkräften angetroffen, nachdem er Passanten am U-Bahnhof Mohrenstraße mit einem Messer bedroht haben soll. Die Einsatzkräfte nahmen ihn fest und fanden bei ihm eine auffällige Maske, die er zuvor auch schon am U-Bahnhof Hallesches Tor im Zuge der queerfeindlichen Bedrohung getragen haben soll. Sie beschlagnahmten die Maske und ein bei der Durchsuchung aufgefundenes Einhandmesser. Anschließend brachten ihn die Einsatzkräfte zum Zwecke einer erkennungsdienstlichen Behandlung in ein Polizeigewahrsam. Eine
    Atemalkoholkontrolle ergab einen Wert von rund zwei Promille. Der 39-Jährige kam nach Abschluss der polizeilichen Maßnahmen auf freien Fuß. Die weiteren Ermittlungen übernahm der Polizeiliche Staatsschutz des Landeskriminalamts.",
10.01.2025 15:03 Uhr,Drogenhändler festgenommen,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1519710.php,Ereignisort:Friedrichshain-Kreuzberg,"Nr. 0096
Polizeibeamte nahmen gestern Nachmittag einen mutmaßlichen Drogenhändler in Kreuzberg fest. Gegen 14.15 Uhr bemerkten die Polizisten auf der Oranienstraße zwei Männer, wobei einer dem anderen eine Umhängetasche übergab. Da der Verdacht einer Übergabe von Betäubungsmitteln bestand, überprüften die Einsatzkräfte denjenigen, der die Tasche bekam. Etwas entfernt vom Übergabeort hielten die Einsatzkräfte den 21-Jährigen an. In der Tasche befanden sich mehrere Druckverschlusstütchen mit Cannabis, Mikroreagenzgefäße mit mutmaßlichem Kokain und Crystal Meth, Druckverschlusstütchen mit mutmaßlichem Crack, mutmaßlichen Ecstasy-Tabletten sowie mehrere Dosen, gefüllt mit mutmaßlichem Speed. Die Beamten beschlagnahmten die Tasche und nahmen den 21-Jährigen fest. Unterdessen konnten weitere Einsatzkräfte den Aufenthaltsort des 22-jährigen Überbringers der Tasche in einem Mehrfamilienhaus an der Stallschreiberstraße lokalisieren und ihn dort im Treppenhaus
    festnehmen. Im Rucksack des 22-Jährigen fanden sie diverse Druckverschlusstütchen mit Cannabis. In einer Wohnung des Hauses, die der 22-Jährige zuvor verließ, fanden die Einsatzkräfte rund 100 Mikroreagenzgefäße mit mutmaßlichem Kokain, einen Beutel und rund 40 Druckverschlusstütchen mit cannabissuspekter Masse, Feinwaagen sowie weiteres Verpackungsmaterial. Im Anschluss brachten ihn die Einsatzkräfte in ein Polizeigewahrsam, wo er erkennungsdienstlich behandelt und anschließend dem Fachkommissariat des Landeskriminalamts Berlin überstellt wurde. Der 21-Jährige wurde nach erfolgter erkennungsdienstlicher Behandlung später wieder entlassen. Die Ermittlungen dauern an.",
