date,title,link,location,description,en_title,kategorie
01.02.2019 10:30 Uhr,Nach Messerstich in Rücken – Polizei fahndet mit Phantombild nach Tatverdächtigen,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.683828.php,Ereignisort:Pankow,"Nr. 0277
Die Polizei Berlin sucht nach dem Tatverdächtigen, der am 12. März 2018 einen Mann mit einem Messer an einer Straßenbahnhaltestelle in Weißensee schwer verletzt haben soll.
Ermittlungen ergaben, dass der Unbekannte mit dem 28-Jährigen gegen 22.15 Uhr an der Tram-Haltestelle in der Rennbahnstraße Ecke Berliner Allee in Streit geraten sein soll. Grund hierfür war offenbar eine Zigarette, die der Gesuchte haben wollte, aber nicht bekam. Während der sich anschließenden Rangelei soll der Tatverdächtige dem 28-Jährigen mit einem Messer in den Rücken gestochen haben. Anschließend flüchtete der Gesuchte zu Fuß in unbekannte Richtung. Der 28-Jährige musste schwer verletzt in einem Krankenhaus stationär aufgenommen werden.
Der Tatverdächtige soll zwischen 26 und 31 Jahre alt und 180 bis 185 cm groß sein. Er hat eine stämmige beziehungsweise muskelöse Statur und trug zum Tatzeitpunkt kurze blonde Haare. Er soll laut Aussage von Zeugen ein rundliches Gesicht haben
Die Kriminalpolizei fragt:
Wer kennt die Person und kann Angaben zu deren Identität oder Aufenthaltsort machen?
Hinweise nimmt das zuständige Kommissariat der Polizeidirektion 1 unter der Telefonnummer (030) 4664-173131 oder jede andere Polizeidienststelle entgegen.
Erstmeldung Nr. 0574 vom 13. März 2018: Nach Streit in Klinik
Ein Streit zwischen zwei Männern endete in der vergangenen Nacht in Weißensee für einen der Kontrahenten in einer Klinik. Ein bislang Unbekannter hatte den 28-Jährigen an einer Tram-Haltestelle in der Rennbahnstraße gegen 22.15 Uhr bedrängt und eine Zigarette gefordert. Bei einem anschließenden Gerangel gingen beide zu Boden und der 28-Jährige erlitt einen Stich in den Oberkörper. Der Täter flüchtete anschließend in Richtung Berliner Allee; sein Opfer kam zur Beobachtung in ein Krankenhaus. Die Ermittlungen übernahm die Kriminalpolizei der Direktion 1.",After stabbing in the back – police search for suspects with phantom image,Gewaltverbrechen
31.10.2018 11:15 Uhr,Verletzten aus dem Görlitzer Park geht es besser,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.752514.php,Ereignisort:Friedrichshain-Kreuzberg,"Gemeinsame Meldung Polizei und Staatsanwaltschaft Berlin
Nr. 2295
Zwei junge Männer, die in den Morgenstunden des 27. Oktober im Görlitzer Park durch Messerstiche schwer verletzt wurden, befinden sich dank der raschen medizinischen Versorgung auf dem Wege der Besserung. Sie konnten zwischenzeitlich befragt werden und gaben übereinstimmend an, dass es weitere Zeugen gegeben habe, deren Eingreifen möglicherweise Schlimmeres verhindert habe. Nach den bisherigen Ermittlungen wurde der 23-Jährige in der Nähe des Eingangs an der Falckensteinstraße durch eine etwa acht- bis zehnköpfige Gruppe junger Männer nach seinen Angaben unvermittelt und grundlos attackiert. Der 18-Jährige soll dann den Angriff gestört haben und wurde dadurch selbst zum Opfer. Nach dem Angriff sollen Mitglieder der Gruppe gegen 4.25 Uhr entlang der Falckensteinstraße in Richtung Schlesisches Tor geflohen sein.",Injured people from the Görlitzer Park are doing better,Gewaltverbrechen
12.10.2018 13:47 Uhr,"Aktionswoche ""Dunkle Jahreszeit"" vom 15. bis 19. Oktober 2018",https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.747725.php,Ereignisort:berlinweit,"Nr. 2143
Dunkelheit, Regen, Nebel sowie Glätte durch Laub, Eis und Schnee – die „Dunkle Jahreszeit“ beginnt.
Treten diese ungünstigen Witterungs- und Sichtverhältnisse ein, steigt auch die Unfallgefahr. Insbesondere zu Fuß Gehende und Radfahrende sind den witterungsbedingten Gefahren im Straßenverkehr ausgesetzt.
Ferner begünstigt die „Dunkle Jahreszeit“ die Einbruchskriminalität, weil Täter den Schutz der früh einsetzenden Dämmerung für Einbruchstaten nutzen.","Week of action ""Dark Season"" from 15 to 19 October 2018",Verkehrsdelikte
08.10.2018 19:00 Uhr,Aus dem Trio wurde ein Duo,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.743815.php,Ereignisort:berlinweit,"Nr. 2115
Ermittler nahmen den gesuchten Mann der dreiköpfigen Diebesbande heute Mittag in Reinickendorf fest. Kurz vor 14 Uhr griffen Fahnder des Landeskriminalamtes in der Klemkestraße zu und nahmen den 40-Jährigen fest. Zuvor konnten sie ihn dabei beobachten, wie er in einem Supermarkt in der Mark-Twain-Straße in Hellersdorf einer Frau die Geldbörse stahl und sich anschließend entfernte. Das Portemonnaie konnte mit vollem Inhalt an die Bestohlene zurückgegeben werden. Einsatzkräfte brachten den mutmaßlichen Kopf der „Ketchup-Bande“ in eine Gefangenensammelstelle, wo er dem ermittelnden Kommissariat des Landeskriminalamtes überstellt wurde. Die Fahndung nach den beiden Frauen der Dreierbande dauert an.",The trio became a duo,Eigentumsdelikte
12.09.2018 12:35 Uhr,Nach tödlichen Schüssen – 6. Mordkommission sucht Zeugen,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.737219.php,Ereignisort:Neukölln,"Gemeinsame Meldung Polizei und Staatsanwaltschaft Berlin
Nr. 1905
Nach den tödlichen Schüssen auf einen 36-Jährigen in Neukölln am Sonntag, 9. September 2018 suchen die Ermittler nach Zeugen.
Nach der Tat am 9. September 2018 gegen 17.40 Uhr an einem Eiswagen, der in der Oderstraße zwischen Warthe- und Leinestraße abgestellt war, flüchteten vermutlich drei Täter über das Tempelhofer Feld. Sie rannten parallel zur Oderstraße bis zur Ecke Leinestraße, wo sie in ein Fahrzeug stiegen und damit in Richtung Hermannstraße zügig davonfuhren. Bei dem Fluchtfahrzeug handelte es sich um einen schwarzen oder grauen VW Golf VI mit den Kennzeichen B-MS 1573.
In der Nacht vom vergangenen Montag zum Dienstag zündeten bisher Unbekannte den Wagen gegen 22.40 Uhr am Kiehlufer Ecke Mergenthalerring an. Zeugen alarmierten die Feuerwehr, welche die Flammen löschte. Zu diesem Zeitpunkt waren an dem VW die nicht mehr gültigen Kennzeichen B-A 4924 angebracht.
Die 6. Mordkommission hat nun folgende Fragen:
Wer hat die Tat am Eiswagen und/oder die Täter beobachtet und sich noch nicht mit der Polizei in Verbindung gesetzt? Insbesondere die Abfahrt der Täter von der Oder- Ecke Leinestraße dürften mehrere Personen gesehen haben.
Wem ist der VW Golf mit den genannten Kennzeichen zwischen vergangenen Sonntagabend und Montagabend aufgefallen?
Wer hat am vergangenen Montagabend in Neukölln verdächtige Personen im Bereich Kiehlufer/Mergenthalerring beobachtet?
Hinweise nimmt die 6. Mordkommission beim Landeskriminalamt in der Keithstraße 30 in 10787 Berlin-Tiergarten unter der Rufnummer (030) 4664-911666, per
E-Mail
oder auch jede andere Polizeidienststelle entgegen.",After fatal shootings – 6th homicide squad looking for witnesses,Gewaltverbrechen
29.06.2018 12:00 Uhr,ÖPNV-Aktionstage vom 3. bis 5. Juli 2018: Taschendiebe feiern gerne - auf Ihre Kosten!,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.716247.php,Ereignisort:bezirksübergreifend,"Mitte/Pankow
Nr. 1393
Anfang Juli werden in den Ortsteilen Mitte, Moabit und Prenzlauer Berg drei Informationsstände zu verschiedenen Themen der Kriminalprävention aufgebaut. Dort informieren die Netzwerkpartner Prävention im Öffentlichen Personennahverkehr (ÖPNV), damit Sie sicher durch den (Fußball-)Sommer kommen. In der Zeit vom 3. bis 5. Juli 2018, von 12 bis 18 Uhr, können sich Interessierte an folgenden Standorten im Berliner Stadtgebiet beraten lassen:",Public transport action days from 3 to 5 July 2018: pickpockets like to celebrate - at your expense!,Eigentumsdelikte
23.05.2018 13:00 Uhr,Vergewaltigung in Schöneberg,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.703991.php,Ereignisort:Tempelhof-Schöneberg,"Nr. 1143
Mit einem Zeugenaufruf bittet die Polizei um Mithilfe auf der Suche nach einem Unbekannten, der im März 2018 eine Frau in Schöneberg vergewaltigt haben soll.
Die 37-Jährige war am Freitag, den 16. März 2018, gegen 2 Uhr auf dem Straßenstrich Kurfürstenstraße in einen weißen Transporter eines Unbekannten gestiegen. Auf einem Parkplatz an der Kreuzung An der Urania Ecke Kurfürstenstraße kam es dann im Laderaum des Fahrzeugs zu massiven, gewaltsam erzwungenen sexuellen Handlungen. Zeugen fanden die Frau, die der Unbekannte am Tatort zurückgelassen hatte.",Rape in Schöneberg,Gewaltverbrechen
28.02.2018 12:20 Uhr,Tankstelle und Geschäfte überfallen,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.678752.php,Ereignisort:Reinickendorf,"Nr. 0476
Drei Täter haben im November und Dezember vergangenen Jahres mehrere Überfälle auf eine Tankstelle und Geschäfte in Hermsdorf und Wittenau begangen. Neben dem Überfall auf eine Tankstelle in Hermsdorf am 25. November 2017, sollen die Gesuchten auch einen Supermarkt in Hermsdorf überfallen haben. Am 7. Dezember 2017, kurz vor 20 Uhr, habe das Trio das Geschäft in der Straße Am Pfingstberg betreten und zwei Mitarbeiterinnen mit Schusswaffen bedroht. Mit dem erbeuteten Geld gelang ihnen die Flucht. Glücklicherweise blieben die Angestellten unverletzt. Des Weiteren sollen die drei in den Mittagsstunden des 17. Dezembers 2017 einen Kiosk in der Oranienburger Straße betreten und auch hier eine Mitarbeiterin mit Schusswaffen bedroht haben. Ebenfalls gelang ihnen anschließend mit dem erbeuteten Geld und Zigaretten die Flucht.
Erstmeldung Nr. 2685 vom 26. November 2017: Tankstelle überfallen
Bisher unbekannt gebliebene Täter überfielen gestern Abend eine Tankstelle in Hermsdorf. Die Kriminalpolizei der Direktion 1 ermittelt in diesem Fall nach den Tätern. Gegen 18.05 Uhr betraten zwei Männer den Verkaufsraum einer Tankstelle in der Berliner Straße Hermsdorf und fragten den Verkäufer nach Zigarettenpapier. Als er die Waren holen wollte, zog einer der Unbekannten, die sich dann maskiert hatten, eine Schusswaffe hervor, bedrohte ihn damit und forderte die Herausgabe von Geld. Daraufhin händigte er die Einnahmen aus der Kasse aus und das Duo flüchtete mit der Beute. Der 51-jährige Überfallene stand unter dem Eindruck des Geschehens, blieb körperlich jedoch unverletzt.",Petrol station and shops raided,Gewaltverbrechen
08.02.2018 15:00 Uhr,Festnahme wegen Mordverdachts,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.655348.php,Ereignisort:Charlottenburg-Wilmersdorf,"Gemeinsame Meldung Polizei und Staatsanwaltschaft Berlin
Nr. 0329
Wegen des dringenden Tatverdachtes des Mordes an dem bislang vermissten Helmut RENGER aus Wilmersdorf wurde heute früh ein Mann in Charlottenburg festgenommen. Fahnder der 2. Mordkommission beim Landeskriminalamt Berlin vollstreckten gegen 9.30 Uhr in einer Charlottenburger Kneipe den Haftbefehl, den ein Richter gestern gegen den 47-jährigen Mann erlassen hatte. Den gemeinsamen Ermittlungen der Staatsanwaltschaft und der Polizei Berlin zufolge hat der Tatverdächtige den 42-jährigen Helmut RENGER am 19. Oktober 2017 unmittelbar nach dessen Rückkehr aus dem Türkeiurlaub in der gemeinsamen Wohnung in der Bregenzer Straße getötet. Ob möglicherweise Habgier des Tatverdächtigen Grund der Tat sein könnte, ist Gegenstand der laufenden Ermittlungen.
Zeugenaufruf Nr. 114 vom 15. Januar 2018: Vermisster Wilmersdorfer – Verbrechen vermutet – Mordkommission sucht Zeugen
Der vermisste Helmut RENGER aus Wilmersdorf ist weiterhin verschollen. Von einem Verbrechen wird momentan ausgegangen. Der 42-Jährige, der bis zum 19. Oktober 2017 in der Türkei im Urlaub war, ist im Zeitraum vom 21. – 22. Oktober 2017 verschwunden.
Als möglichen Tathintergrund werden derzeit die geschäftlichen Tätigkeiten des Helmut RENGER im Bereich des Online-Tradings mit Devisen gesehen. Über ein vermutlich betrügerisches Investment-Modell dürfte der 42-Jährige mit der Art eines Schneeball-Systems Gelder von Investoren zurückliegend verloren oder sogar hauptsächlich für sich selbst verwandt/investiert haben.
Vor einigen Jahren ist Herr RENGER mit so einem Geschäftsmodell bereits einmal in Insolvenz gegangen. Damals verloren Anleger ihre Einlagen.",Arrest on suspicion of murder,Gewaltverbrechen
26.01.2018 13:50 Uhr,Transfrau vermisst – Polizei bittet um Mithilfe,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.668044.php,Ereignisort:Charlottenburg-Wilmersdorf,"Nr. 0229
Die Polizei Berlin bittet um Mithilfe bei der Suche nach der Transperson Daniel CHAPIN-ROBERT, welche seit dem 2. Januar 2018 vermisst wird. Daniel C. ist transgeschlechtlich, Personenstands-und Namensänderung haben noch nicht stattgefunden. Es ist möglich, dass die vermisste Person als Frau –nennt sich Ally – oder als Mann in Erscheinung tritt.
Zuletzt wurde die französische Staatsangehörige in einer Bankfiliale in der Berliner Straße, unweit ihrer Wohnanschrift in Wilmersdorf, gesehen. Seitdem gibt es keine Lebenszeichen. Daniel/Ally ließ beim Verschwinden alles zurück und schrieb Abschiedsbriefe. Es kann nicht ausgeschlossen werden, dass sie sich etwas angetan hat.
Daniel /Ally nahm ihren Kater Valentin in dessen Transportbox mit.
Die bisherigen umfangreichen Ermittlungen und Suchmaßnahmen verliefen ohne Erfolg.
Personenbeschreibung:
170 bis 175 cm groß
sehr schlank
lange schwarze Haare
zahlreiche Tätowierungen am Körper
Bekleidung zum Zeitpunkt des Verschwindens nicht bekannt
Die Kriminalpolizei fragt:
Wer kann Angaben zum Aufenthaltsort machen?
Wer hat Daniel/Ally seit dem 2. Januar 2018 gesehen oder hatte Kontakt?
Hinweise nimmt die Vermisstenstelle des LKA Berlin, Keithstraße 30, 10787 Berlin, unter der Rufnummer (030) 4664-912444 oder jede andere Polizeidienststelle entgegen.",Trans woman missing – police ask for help,Sonstiges
