date,title,link,location,description,en_title,kategorie
15.02.2023 14:43 Uhr,Durchsuchungen wegen Verdachts der Bestechlichkeit und Verletzung von Dienstgeheimnissen,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1295036.php,Ereignisort:berlinweit,"Gemeinsame Meldung Polizei und Staatsanwaltschaft Berlin
Nr. 0221
Heute Morgen wurden bei der Durchsuchung der Wohn- und Diensträume eines 32-jährigen Mitarbeiters der Polizei Berlin wegen des Verdachts der Bestechlichkeit sowie der Verletzung von Dienstgeheimnissen Beweismittel beschlagnahmt. Vorausgegangen waren umfangreiche gemeinsame Ermittlungen der Staatsanwaltschaft und der Polizei Berlin.
Dem tatverdächtigen Schutzpolizisten der Direktion 5 (City) wurden durch die Polizei Berlin mit sofortiger Wirkung alle Rechte zur Abfrage von Daten aus polizeilichen Informationssystemen entzogen. Weitere dienstrechtliche Schritte werden geprüft
Die weiteren Ermittlungen werden in einem Fachkommissariat des Landeskriminalamtes geführt.",,Sonstiges
02.01.2023 10:18 Uhr,Einsatzkräfte angegriffen,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1279997.php,Ereignisort:bezirksübergreifend,"Mit Pyrotechnik wurden vergangene Nacht in Kreuzberg und Neukölln Einsatzkräfte angegriffen.
Nr. 0012
Auf dem Gehweg der Urbanstraße in Höhe der Graefestraße stellten Einsatzkräfte der Verkehrspolizei gegen 21 Uhr abbrennende Pyrotechnik fest, ohne dass sich Verantwortliche dazu am Ort befanden. Während der Sachverhaltsaufnahme explodierte unmittelbar neben den Einsatzkräften ein weiterer pyrotechnischer Gegenstand. Eine Zeugin teilte mit, dass dieser von zwei Personen abgefeuert wurde, die in Richtung Graefestraße flüchteten. Eine der beiden Personen, ein 17-Jähriger, konnten die Einsatzkräfte an der Kreuzung Graefestraße/Dieffenbachstraße festnehmen. Nach Feststellung seiner Identität übergaben sie ihn seinen Eltern. Der jugendliche Rechtsbrecher muss sich nun wegen des Versuchs der gefährlichen Körperverletzung sowie des tätlichen Angriffes auf Vollstreckungsbeamte verantworten.
Nr. 0013
Nur knapp eine Stunde später wurden Einsatzkräfte der Berliner Feuerwehr zur Silbersteinstraße Ecke Bambachstraße zu einem Kleinfeuer alarmiert. Am Ort stellten die Brandbekämpfer zwar kein Kleinfeuer, jedoch eine Jugendgruppe fest, aus der sie mehrfach mit Pyrotechnik beschossen wurden. Die Brandbekämpfer alarmierten die Polizei und beschrieben den Schützen. Einsatzkräfte einer Einsatzhundertschaft nahmen daraufhin den 15-jährigen Tatverdächtigen fest und übergaben ihn seiner Mutter, nach Feststellung seiner Identität. Auch er muss sich wegen des Verdachts des tätlichen Angriffes auf Vollstreckungsbeamte und gleichstehende Personen sowie des Verstoßes gegen das Waffengesetz verantworten.",,Gewaltverbrechen
31.12.2022 13:31 Uhr,Feuer in Wohnung - Seniorin verstorben,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1279513.php,Ereignisort:Tempelhof-Schöneberg,"Nr. 2476
In der vergangenen Nacht wurden Feuerwehr und Polizei zu einem Mehrfamilienhaus in Tempelhof gerufen. Ein 54-jähriger Mieter des Hauses in der Friedrich-Karl-Straße hatte gegen 3.15 Uhr Brandgeruch wahrgenommen und wählte den Notruf. Die alarmierten Brandbekämpfer löschten das Feuer in einer im zweiten Obergeschoss liegenden Wohnung und fanden darin die 88-jährige Bewohnerin leblos auf. Umgehend eingeleitete Reanimationsversuche verliefen ohne Erfolg. Die Ermittlungen zur Brandursache dauern an und wurden von einem Brandkommissariat des Landeskriminalamtes übernommen.",,Brandstiftung
31.12.2022 13:27 Uhr,Versuchtes Tötungsdelikt in Pflegeeinrichtung,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1279036.php,Ereignisort:Spandau,"Gemeinsame Meldung der Polizei Berlin und der Generalstaatsanwaltschaft Berlin
Nr. 2475
Gestern Nachmittag wurden Einsatzkräfte wegen eines versuchten Tötungsdelikts in den Ortsteil Falkenhagener Feld alarmiert. Nach ersten Ermittlungen soll es gegen 16 Uhr in einer Pflegeeinrichtung in der Radelandstraße zu einer körperlichen Auseinandersetzung zwischen zwei Bewohnerinnen gekommen sein, in deren Verlauf eine 41-Jährige versuchte ihr 70-jähriges Gegenüber zu töten. Das Pflegepersonal bemerkte den Übergriff rechtzeitig und konnte die beiden Frauen trennen. Die Tatverdächtige konnte durch die hinzugerufenen Einsatzkräfte festgenommen werden. Die 70-Jährige wurde nach ambulanter Versorgung in einem Krankenhaus entlassen. Eine Mordkommission des Landeskriminalamts hat die weiteren Ermittlungen übernommen.",,Gewaltverbrechen
31.12.2022 09:50 Uhr,Mit Mietwagen überschlagen,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1279035.php,Ereignisort:Pankow,"Nr. 2474
Im Ortsteil Rosenthal verunfallte letzte Nacht eine Frau mit einem Mietwagen. Kurz nach 22 Uhr befuhr die 33-Jährige die Fahrbahn der Hauptstraße, als sie aus bislang ungeklärter Ursache die Kontrolle über das Fahrzeug verlor und gegen ein am rechten Fahrbahnrand parkendes Auto stieß. In Folge der Kollision hob der Mietwagen ab, überschlug sich und blieb auf dem Dach liegen. Noch vor Eintreffen der von einem sogenannten Knallzeugen alarmierten Rettungskräfte befreite sich die Fahrerin eigenständig aus dem Auto. Sie erlitt lediglich leichte Verletzungen am linken Bein, die ambulant in einem Krankenhaus behandelt wurden. In selbigem wurde ihr ebenso Blut abgenommen, nachdem ein am Unfallort durchgeführter Atemalkoholtest einen Wert von rund 0,9 Promille ergab. Ihr Führerschein wurde beschlagnahmt. Die weiteren Ermittlungen, die von einem Fachkommissariat für Verkehrsdelikte der Polizeidirektion 1 (Nord) übernommen wurden, dauern an.",,Verkehrsdelikte
31.12.2022 09:47 Uhr,Frau bei Wohnungsbrand verletzt,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1279034.php,Ereignisort:Spandau,"Nr. 2473
Im Ortsteil Falkenhagener Feld wurde gestern Abend eine Frau bei einem Wohnungsbrand verletzt. Ein aufmerksamer Passant rief die Feuerwehr gegen 19.40 Uhr in den Germersheimer Weg, nachdem er den Brand in der Erdgeschosswohnung bemerkt hatte. Die alarmierten Einsatzkräfte der Berliner Feuerwehr entdeckten in der betroffenen Wohnung eine leblose Frau, reanimierten die 56-Jährige erfolgreich und brachten sie anschließend wegen des Verdachts einer Rauchgasintoxikation in ein Krankenhaus. Ein Brandkommissariat des Landeskriminalamts hat die weiteren, noch andauernden Ermittlungen übernommen. Aktuell wird von einer fahrlässigen Brandstiftung ausgegangen. Die Brandursache ist noch unklar.",,Brandstiftung
31.12.2022 09:15 Uhr,Kind bei Verkehrsunfall schwer verletzt,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1279510.php,Ereignisort:Spandau,"Nr. 2472
Gestern Nachmittag wurden Einsatzkräfte zu einem Verkehrsunfall nach Spandau alarmiert. Nach ersten Ermittlungen soll ein zwölfjähriges Mädchen gegen 17 Uhr die Klosterstraße von den Spandau-Arcaden kommend in Richtung des gegenüberliegenden Rummelgeländes überquert haben. Ein 67-jähriger Autofahrer konnte nicht mehr rechtzeitig bremsen und fuhr das Kind an. Das Mädchen erlitt schwere Verletzungen an den Armen sowie dem Rumpf und wurde zur stationären Behandlung in ein Krankenhaus gebracht. Der Autofahrer wurde wegen eines Schocks ambulant behandelt. Die weiteren Ermittlungen führt ein Fachkommissariat für Verkehrsdelikte der Direktion 2 (West).",,Verkehrsdelikte
31.12.2022 09:09 Uhr,"Bespuckt, geschlagen, beleidigt",https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1279509.php,Ereignisort:Mitte,"Nr. 2471
Bereits gestern Mittag wurden Polizeieinsatzkräfte des Abschnitts 28 zum Denkmal für die ermordeten Juden Europas, in Mitte, alarmiert. Nach bisherigen Informationen war dort, in der Ebert- Ecke Behrenstraße, gegen 12.30 Uhr ein unbekannt gebliebener Fußgänger unterwegs, der zunächst ein fünfjähriges Kind unvermittelt angespuckt haben soll. Nachdem sich der Tatverdächtige daraufhin vorerst in Richtung Brandenburger Tor entfernte, soll er nur wenige Augenblicke später zurückgekehrt sein und einen 80-jährigen Touristen mit der flachen Hand auf dessen Hinterkopf geschlagen sowie eine 19-Jährige antisemitisch beleidigt haben. Im Anschluss flüchtete der Unbekannte in Richtung Tiergarten. Eine sofort eingeleitete Absuche des Umfeldes blieb ohne Erfolg, der Mann ward nicht mehr gesehen. Die weiteren Ermittlungen zu den Körperverletzungen sowie zur Beleidigung hat der Polizeiliche Staatsschutz des Landeskriminalamtes übernommen. Sie dauern an.",,Gewaltverbrechen
31.12.2022 08:49 Uhr,Radfahrerin bei Unfall schwer verletzt,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1279508.php,Ereignisort:Spandau,"Nr. 2470
Bei einem Verkehrsunfall, der sich gestern Vormittag in Spandau ereignete, wurde eine Frau schwer verletzt. Bisherigen Erkenntnissen zufolge überquerte die 70-Jährige gegen 9.45 Uhr mit ihrem Fahrrad den Brunsbütteler Damm in Richtung Nauener Straße. Ein ihr entgegenkommender Fahrzeugführer erfasste die Seniorin, als er mit seinem Wagen nach links in den Brunsbütteler Damm abbog. Dadurch stürzte die Frau zu Boden. Alarmierte Rettungskräfte brachten sie zur Behandlung ihrer schweren Verletzungen in ein Krankenhaus, wo sie umgehend notoperiert wurde. Der 56 Jahre alte Fahrzeugführer blieb unverletzt, wurde aber von Polizeieinsatzkräften wegen des Verdachts der Drogenbeeinflussung für eine Blutentnahme in einen Polizeigewahrsam gebracht. Sein Fahrzeug wurde auf Anordnung der Staatsanwaltschaft beschlagnahmt. Weiterführende Ermittlungen ergaben zudem, dass der Mann nicht im Besitz einer für die Bundesrepublik Deutschland gültigen Fahrerlaubnis ist. Nach Abschluss der
    polizeilichen Maßnahmen wurde der Mann aus dem Polizeigewahrsam entlassen. Die weiteren, noch andauernden Ermittlungen führt ein Fachkommissariat für Verkehrsdelikte der Polizeidirektion 2 (West).",,Verkehrsdelikte
30.12.2022 16:54 Uhr,Tödlicher Verkehrsunfall,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1279499.php,Ereignisort:Treptow-Köpenick,"Nr. 2469
Mit tödlichem Ausgang endete heute Mittag ein Verkehrsunfall in Oberschöneweide. Nach bisherigen Ermittlungen war ein 51-Jähriger gegen 12.20 Uhr mit einem Auto auf der Spindlersfelder Straße aus Richtung Wuhlheide in Richtung Oberspreestraße unterwegs. Kurz nachdem er die Wilhelm-Spindler-Brücke überquert hatte, soll der Mann mit dem Wagen nach rechts von der Fahrbahn abgekommen und eine Böschung hinuntergefahren sein. Dabei überschlug sich der Wagen und blieb auf dem Dach liegen. Alarmierte Rettungskräfte bargen den 51-Jährigen und begannen sogleich, ihn zu reanimieren. Ein ebenfalls hinzugerufener Notarzt konnte jedoch nur noch den Tod des Mannes feststellen. Ob der Mann an den Folgen des Unfalles oder aufgrund eines medizinischen Notfalles verstarb, ist Gegenstand der laufen Ermittlungen, die ein Fachkommissariat für Verkehrsdelikte der Polizeidirektion 3 (Ost) übernommen hat. Angehörige des Mannes konnten verständigt werden. Zu den Bergungsarbeiten und der
    Unfallaufnahme musste die Spindlerfelder Straße, mit Fahrrichtung Oberspreestraße, zwischen Wuhlheide und der Oberspreestraße gesperrt werden.",,Verkehrsdelikte
