date,title,link,location,description,en_title,kategorie
30.06.2024 16:11 Uhr,Geldautomat gesprengt,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1461383.php,Ereignisort:Pankow,"Nr. 1378
In der vergangenen Nacht wurde die Polizei nach Prenzlauer Berg zu einem gesprengten Geldautomaten alarmiert. Ein Anwohner beobachtete gegen 2.50 Uhr mehrere unbekannte Personen, die sich gewaltsamen Zutritt zu einem Einkaufscenter an der Greifswalder Straße verschafften und alarmierte die Polizei. Kurze Zeit später hörte er einen lauten Knall. Die eingetroffenen Polizeieinsatzkräfte stellten eine aufgehebelte Tür und einen gesprengten Geldautomaten in Inneren des Einkaufszentrums fest. Nach den bisherigen Erkenntnissen sollen die unbekannten Täter darin befindliches Geld in unbekannter Höhe entwendet haben und in Richtung Greifswalder Straße geflüchtet sein. Die weiteren Ermittlungen hat ein Fachkommissariat des Landeskriminalamts Berlin übernommen.",,Brandstiftung
20.04.2024 17:27 Uhr,Festnahme nach Brandstiftung an Transporter,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1439444.php,Ereignisort:Marzahn-Hellersdorf,"Nr. 0815
Nach einer Brandstiftung in Hellersdorf wurde heute früh ein 35-jähriger Mann festgenommen. Zivilen Einsatzkräften des Abschnitts 33 war der Mann gegen 4.45 Uhr aufgefallen, als er sich in der Hellersdorfer Straße an einem geparkten Transporter zu schaffen machte. Kurz drauf brannte die Fahrerkabine des Transporters und der 35-Jährige flüchtete mit einem E-Scooter in Richtung Cecilienstraße. Zusammen mit Einsatzkräften des Abschnitts 35 konnten die Kräfte des Abschnitts 33 den Mann im Bereich der Kreuzung Hellersdorfer Straße Ecke Cecilienstraße stoppen und festnehmen. Dabei kam ein Reizstoffsprühgerät gegen den 35-Jährigen zum Einsatz. Da dieser im Anschluss über schmerzende Augen klagte, wurden ihm in einem hinzugerufenen Rettungswagen die Augen ausgespült. Bei der Durchsuchung des Mannes fanden die Einsatzkräfte einen Zimmermannshammer und ein Feuerzeug. Beide Gegenstände wurden als mutmaßliche Tatmittel beschlagnahmt. Im Anschluss kam der Tatverdächtige
    für erkennungsdienstliche Maßnahmen in einen Polizeigewahrsam. Er soll morgen einem Richter für den Erlass eines Haftbefehls vorgeführt werden. Die weiteren Ermittlungen führt ein Brandkommissariat des Landeskriminalamts.",,Brandstiftung
21.07.2023 10:09 Uhr,Kind bei Verkehrsunfall verletzt,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1348404.php,Ereignisort:Marzahn-Hellersdorf,"Nr. 1258
Gestern Abend wurden Einsatzkräfte wegen eines Verkehrsunfalls nach Hellersdorf alarmiert. Nach ersten Erkenntnissen soll die 56-jährige Fahrerin einer Kombilimousine gegen 18.30 Uhr die Quedlinburger Straße in Fahrtrichtung Zerbster Straße befahren haben, als unmittelbar hinter der dortigen Bushaltestelle ein siebenjähriges Mädchen die Fahrbahn betrat. Das Kind wurde durch den Außenspiegel des Wagens getroffen und prallte auf dem Bordstein auf. Es erlitt schwere Verletzungen am Kopf sowie einen Unterarmbruch und kam zur stationären Behandlung in ein Krankenhaus. Die Quedlinburger Straße war zwischen Louis-Lewin-Straße und Schönburger Straße bis etwa 21.45 Uhr voll gesperrt. Die weiteren Ermittlungen hat ein Fachkommissariat für Verkehrsdelikte der Polizeidirektion 3 (Ost) übernommen.",,Verkehrsdelikte
12.04.2023 15:28 Uhr,Verkehrsunfallflucht endet im Alleinunfall,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1313001.php,Ereignisort:Marzahn-Hellersdorf,"Nr. 0537
Heute früh kam es in Marzahn zu zwei Verkehrsunfällen, bei denen ein Mann verletzt wurde. Nach bisherigen Erkenntnissen war ein 63-jähriger Autofahrer gegen 4.45 Uhr auf dem mittleren Fahrstreifen der Landsberger Allee in Richtung Rhinstraße unterwegs, als er ohne Ankündigung in den linken Fahrstreifen wechselte und dabei mit dem dort fahrenden Pkw eines 32-Jährigen kollidierte und diesen beschädigte. Der 32-Jährige blieb dabei unverletzt. Nach diesem Verkehrsunfall setzte der 63-jährige Mann seine Fahrt ohne anzuhalten fort, kam auf der Landsberger-Allee-Brücke nach rechts von der Fahrbahn ab, rammte zwei Verkehrsschilder und hielt schließlich an. Ein Atemalkoholtest ergab bei dem Geflüchteten einen Wert von mehr als drei Promille. Aufgrund von Schmerzen im Oberkörper wurde der alkoholisierte Mann mit einem alarmierten Rettungswagen zur stationären Behandlung in ein Krankenhaus gebracht, in dem ihm auch Blut abgenommen wurde. Der Führerschein des 63-Jährigen
    wurde von den Polizeikräften beschlagnahmt. Die weiteren Ermittlungen führt ein Fachkommissariat für Verkehrsdelikte der Polizeidirektion 3 (Ost).",,Verkehrsdelikte
07.03.2022 15:12 Uhr,Rechtswidrige Datenabfrage aus polizeilichen Informationssystemen,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1183379.php,Ereignisort:Tempelhof-Schöneberg,"Nr. 0503
Ein Mitarbeiter der Polizei Berlin soll in einer Vielzahl von Fällen rechtswidrig Daten von zum Teil ihm bekannten Personen im polizeilichen Informationssystem abgefragt haben. Die bisherigen Ermittlungen der Polizei Berlin förderten Verdachtsmomente bei Abfragen seit September 2019 zutage.
Den Ermittlungen zufolge soll der Polizeibeamte wiederkehrend Daten zu seiner ehemaligen Lebensgefährtin, ihrem Bekannten-, Freundschaftskreis und Beziehungsumfeld sowie von zwei weiteren vormaligen Partnerinnen abgefragt haben.
Auch weitere Verstöße – bisher Stalking und Sachbeschädigung – stehen im Raum. Die hiervon betroffene 45-Jährige erstattete bei der Polizei Berlin Ende August 2021 Strafanzeige wegen entsprechender Taten.
Die Ermittlungen den Polizisten betreffend übernahm das Fachkommissariat für Beamtendelikte der Polizei Berlin. Im Zuge der umfassenden Auswertungen stellten die Ermittlerinnen und Ermittler in mehreren Hundert Fällen zu mehr als zehn Personen Verdachtsmomente rechtswidriger Datenabfragen fest. Diese konnten bereits teilweise erreicht und über die Verstöße in Kenntnis gesetzt werden. Die Berliner Beauftragte für Datenschutz und Informationsfreiheit wurde noch während der Ermittlungen eingebunden.
Trotz der andauernden Ermittlungen wurden gegen den Polizeibeamten bereits dienstrechtliche Maßnahmen ergriffen. Ihm wurde mit sofortiger Wirkung die Führung der Dienstgeschäfte untersagt und die Möglichkeit des Zugriffs auf das polizeiliche Informationssystem entzogen. Ein Disziplinarverfahren ruht bis zum Abschluss des Strafverfahrens.
Polizeipräsidentin Dr. Barbara Slowik stellt klar:
„Der Datenschutz und damit auch die Rechtmäßigkeit von Zugriffen auf polizeiliche Datenbanken sind eine Grundlage des Vertrauens der Bevölkerung in die Polizei. Es ist unsere Aufgabe die Sicherheit sensibler Daten zu gewährleisten. Hierin sind sich die Berliner Beauftragte für Datenschutz und Informationsfreiheit sowie die Polizei Berlin in Gänze einig. Deshalb unterstützen wir die Prüfungen der Berliner Beauftragten für Datenschutz und Informationssicherheit stets und überwachen eigenständig die Zugriffe von Beschäftigten auf das polizeiliche Informationssystem.
Darüber hinaus haben wir bei der Polizei Berlin die Maßnahmen zur Verhinderung unrechtmäßiger Abfragen technisch und organisatorisch stets fortentwickelt und liegen dabei im bundesweiten Vergleich auf einem hohen Niveau.
Gegen festgestellte Verstöße gehen wir mit aller Konsequenz vor, um das in uns gesetzte Vertrauen der Menschen dieser Stadt nicht zu gefährden. Die Verdachtsmomente, die diesen Mitarbeiter betreffen, verletzen das Vertrauen in seine Integrität und Loyalität in einem Maße, dass ihm die Berechtigung für polizeiliche Abfragesysteme entzogen, ein Verbot der Führung der Dienstgeschäfte ausgesprochen und ein Disziplinarverfahren eingeleitet worden ist.“",,Eigentumsdelikte
28.02.2022 10:43 Uhr,Jugendgruppe bewirft U-Bahn mit Steinen,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1180733.php,Ereignisort:Mitte,"Nr. 0456
Gestern Abend bewarfen Unbekannte in Hellersdorf eine U-Bahn mit Steinen. Nach bisherigen Erkenntnissen soll kurz nach 18 Uhr eine Gruppe Jugendlicher von einer Fußgängerbrücke in der Kastanienallee die Steine auf einen Zug der Linie U5 geworfen haben, welcher vom U-Bahnhof Hellersdorf kommend in Richtung U-Bahnhof Cottbusser Platz fuhr. Durch den Aufprall der Steine wurde die Frontverglasung des Führerhauses beschädigt. Verletzt wurde niemand. Die weiteren Ermittlungen wegen Sachbeschädigung dauern an und werden von einem Fachkommissariat der Direktion 3 (Ost) geführt.",,Gewaltverbrechen
21.02.2022 15:53 Uhr,Bilanz zur Verkehrssicherheitslage 2021 in Berlin,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1178821.php,Ereignisort:berlinweit,"Nr. 0419
Auch im Jahr 2021 wurde das Mobilitätsverhalten der Berlinerinnen und Berliner noch spürbar durch die Corona-Pandemie beeinflusst. Das zeigt das jetzt vorgestellte Verkehrsunfalllagebild für das zurückliegende Jahr sehr deutlich. So wurde im Vergleich mit den Jahren vor der Pandemie ein stark verringertes Verkehrsaufkommen registriert. Eine Tendenz, die 2020 erstmals zu beobachten war und die sich durch das Herunterfahren des öffentlichen Lebens im Allgemeinen und Begleiterscheinungen wie Homeschooling, verstärktem Arbeiten von zu Hause, Quarantäneregeln und Reisebeschränkungen im Besonderen im Jahr 2021 fortsetzte.
Niedrigster Wert seit 30 Jahren bei im Straßenverkehr Verunglückten
Großen Einfluss hat das veränderte Verkehrsverhalten nach wie vor auf die Unfallzahlen. Diese liegen weiterhin deutlich unter dem Vor-Pandemie-Niveau. Nach einem Rückgang von 14 Prozent im Vergleich der Jahre 2019 und 2020 blieb die Zahl im zweiten Corona-Jahr mit 127.626 Unfällen (2020: 126.286) nahezu konstant. Erfreulich ist, dass die Zahl der im Straßenverkehr verunglückten Personen 2021 um fast vier Prozent auf 14.782 gesunken ist – der niedrigste Wert seit 30 Jahren. Positiv hervorzuheben ist außerdem, dass sich bei aller mit jedem Einzelfall verbundenen Tragik auch die Anzahl der Verkehrstoten von 50 auf insgesamt 40 reduziert hat. Auffällig ist hierbei wiederum die hohe Beteiligung der so genannten schwachen Verkehrsteilnehmenden. Unter den 40 Opfern waren 14 Fußgängerinnen und Fußgänger, zehn Radfahrerinnen und Radfahrer, neun Insassen von Pkw, fünf Kraftradfahrer und zwei Insassen von Lkw. Kinder befanden sich nicht unter den tödlich Verunglückten.
Die Rangfolge der Hauptunfallursachen blieb im Vergleich zu den Vorjahren hingegen unverändert. Die häufigsten Ursachen waren Fehler beim Abbiegen (10.158 Fälle, 2020: 10.606), Nichtbeachten der Vorfahrt (4.589 Fälle, 2020: 4.830), nicht angepasste Geschwindigkeit (2.316 Fälle, 2020: 2065) sowie Alkoholeinfluss (1.239 Fälle, 2020: 1173).
Mehr als 80.000 Fahrzeuge abgeschleppt
Dass nahezu allen Verkehrsunfällen ein Fehlverhalten der Beteiligten vorausgegangen war, zeigt die Wichtigkeit gezielter Maßnahmen der Verkehrsüberwachung. Einen besonderen Fokus legte die Polizei Berlin gemeinsam mit den Ordnungsämtern und der BVG auch im zurückliegenden Jahr auf die Überwachung des ruhenden Verkehrs, um das Sicherheitsgefühl von Fußgängerinnen und Fußgängern sowie Radfahrerinnen und Radfahrern zu stärken. Mit Schwerpunktaktionen gelang es, den ruhenden Verkehr noch intensiver als bisher zu überwachen und verbotswidriges Halten und Parken unter anderem in zweiter Reihe, an Kreuzungen und Einmündungen, im Bereich von Lieferzonen und auf Radverkehrsanlagen zu verfolgen. Im Ergebnis sind insgesamt 81.169 Fahrzeuge abgeschleppt worden, fast 25.000 Fahrzeuge mehr als im Jahr 2020. Durch die Polizei wurden davon nahezu die Hälfte der Fahrzeuge (39.298) abgeschleppt. Das sind 5.945 mehr als 2020. Die Radverkehrssicherheit ist auch die Hauptaufgabe der
    polizeilichen Fahrradstaffel und der zum Jahresbeginn 2021 in den Polizeidirektionen 1 bis 4 eingeführten festen Fahrradstreifen. Zusammen sind diese seither im gesamten Stadtgebiet unterwegs und haben im vergangenen Jahr etwa 60.000 Verkehrsordnungswidrigkeiten verfolgt.
562 Kraftfahrzeugrennen angezeigt
Trotz hoher Einsatzbelastungen außerhalb des Straßenverkehrs konnten 2021 insgesamt 10.250 mobile und stationäre polizeiliche Verkehrskontrollen durchgeführt werden. Im Fokus dieser Kontrollen standen vorrangig die Hauptunfallursachen im Fließverkehr, z. B. das Verkehrsverhalten in Kreuzungsbereichen. Hier wurde insbesondere das Abbiegeverhalten zum Schutz von Radfahrerinnen und Radfahrern sowie von Fußgängerinnen und Fußgängern gezielt überwacht. Im gesamten Jahr wurden 7.731 mobile Geschwindigkeitskontrollen durchgeführt, bei denen 569.816 Verstöße registriert wurden. Die Anzahl von 562 zur Anzeige gebrachten verbotenen Kraftfahrzeugrennen zeigt deutlich die Erfolge der Polizeiarbeit in diesem Deliktsfeld. Regelmäßig werden die Fahrzeuge und Führerscheine Betroffener auf richterliche Anordnung sichergestellt.
Verkehrssicherheitstag im Juli
Um die Hauptunfallursachen zu bekämpfen, aber auch das Sicherheitsgefühl der Berlinerinnen und Berliner zu erhöhen, wurden fast 10.000 Veranstaltungen der Verkehrsunfallprävention durchgeführt. Dabei wurden sämtliche Zielgruppen vom Kindes- bis zum Seniorenalter und auch Menschen mit Handicaps angemessen berücksichtigt und zielgruppenspezifisch angesprochen. Unabhängig davon wurden die Verkehrssicherheitsberaterinnen und -berater der Polizei Berlin auch in Verkehrskontrollen integriert, um Betroffenen anschaulich die Gefahren ihres Fehlverhaltens zu verdeutlichen oder sie zum verkehrsgerechten Verhalten aufzuklären (z. B. zu Gefahren des toten Winkels bei Abbiegekontrollen). Ein besonders öffentlichkeitswirksamer Höhepunkt im Jahresverlauf war der am 28. August 2021 durch die Polizei Berlin initiierte Verkehrssicherheitstag mit vielen Mitgliedern der „Berliner Charta für Verkehrssicherheit“ auf dem Potsdamer Platz mit etwa 5.000 Besucherinnen und Besuchern. Der
    diesjährige Verkehrssicherheitstag ist für den 2. Juli 2022 vorgesehen.
Das ausführliche Zahlenmaterial zur Verkehrssicherheitslage 2021 finden Sie
hier
Eine Gesamtübersicht über Zahlen, Daten und Fakten ist über die Internetseite der Polizei Berlin zur Verkehrssicherheit unter Verkehrssicherheitslage Berlin
hier
abrufbar.",,Verkehrsdelikte
20.02.2022 12:21 Uhr,Bierflasche gegen fahrende Tram geworfen,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1178513.php,Ereignisort:Marzahn-Hellersdorf,"Nr. 0405
Eine Straßenbahn der Linie M17 wurde gestern Abend in Marzahn durch Unbekannte beschädigt. Wie der 51-jährige Fahrer der Tram alarmierten Einsatzkräften des Polizeiabschnitts 32 mitteilte, sei er gegen 21.15 Uhr in die Haltestelle Springpfuhl eingefahren, als aus einer Personengruppe von vier Männern eine Bierflasche gegen das Fahrzeug geworfen worden sei. Dabei sprang das Sicherheitsglas einer Fensterscheibe im ersten Waggon. Die Täter seien in unbekannte Richtung geflohen. Verletzt wurde niemand. Die Kriminalpolizei der Direktion 3 (Ost) ermittelt wegen Sachbeschädigung.",,Eigentumsdelikte
19.02.2022 11:21 Uhr,Frau rassistisch beleidigt – Polizeilicher Staatsschutz ermittelt,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1178494.php,Ereignisort:Mitte,"Nr. 0397
Unbekannte haben gestern Nachmittag eine Frau in Moabit rassistisch beleidigt. Die Tat ereignete sich gegen 17.30 Uhr in einem Einkaufszentrum in der Perleberger Straße. Demnach hielten drei Frauen ihre Hände hoch und machten eine pistolenähnliche Abzugsbewegung. Als die 31-jährige chinesische Staatsbürgerin die Unbekannten nach dem Grund dieser Handlung fragte, sollen sie ihre Staatsbürgerschaft benannt und sich anschließend in Richtung Turmstraße entfernt haben. Die 31-Jährige zeigte den Vorfall wenig später auf einem nahegelegenen Polizeiabschnitt an. Der Polizeiliche Staatsschutz beim Landeskriminalamt führt die Ermittlungen wegen des Verdachts der rassistischen Beleidigung.",,Gewaltverbrechen
03.02.2022 10:48 Uhr,Festnahme auf frischer Tat,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1173447.php,Ereignisort:Neukölln,"Nr. 0285
Polizisten nahmen gestern Abend drei Männer in Britz fest. Vorausgegangen war eine Alarmierung eines Mieters eines Mehrfamilienhauses am Tempelhofer Weg, der gegen 20 Uhr eine beschädigte Wohnungstür feststellte. Als die Polizeieinsatzkräfte am Ort ankamen, standen vor der Wohnung drei Männer im Alter von 20, 22 und 24 Jahren. Wegen des Verdachts des Wohnungseinbruches nahmen sie die drei Tatverdächtigen fest und brachten sie in einen Polizeigewahrsam, in dem sie erkennungsdienstlich behandelt und dem Fachkommissariat der Polizeidirektion 4 (Süd) überstellt wurden. Das Auto des 24-Jährigen beschlagnahmten die Polizisten als Tatmittel.",,Eigentumsdelikte
