date,title,link,location
06.03.2023 08:55 Uhr,Sexualdelikt in Club – Wer kennt diesen Mann?,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1300436.php,Ereignisort:Friedrichshain-Kreuzberg
30.12.2019 10:30 Uhr,Vermisster 39-Jähriger tot aufgefunden,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.873075.php,Ereignisort:Charlottenburg-Wilmersdorf
17.12.2019 15:15 Uhr,Nach versuchtem Mord in Schöneberg,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.870893.php,Ereignisort:bezirksübergreifend
09.12.2019 13:41 Uhr,Beschädigungen am Denkmal für die im Nationalsozialismus verfolgten Homosexuellen,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.873440.php,Ereignisort:Mitte
13.11.2019 16:34 Uhr,Motorrad fährt in Auto – ein Schwerverletzter,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.865239.php,Ereignisort:Marzahn-Hellersdorf
08.11.2019 17:55 Uhr,Seniorin im Krankenhaus verstorben - weiterhin Zeugen gesucht,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.855297.php,Ereignisort:Steglitz-Zehlendorf
08.11.2019 12:10 Uhr,Verkehrsunfall in Rudow – Autofahrerin hat sich gemeldet – weiterhin Zeugen gesucht,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.862961.php,Ereignisort:Neukölln
28.10.2019 12:06 Uhr,Zeugen zu Verkehrsunfall gesucht,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.858689.php,Ereignisort:Steglitz-Zehlendorf
13.10.2019 12:45 Uhr,Gefährliche Körperverletzung in U-Bahn,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.854219.php,Ereignisort:Neukölln
18.09.2019 12:25 Uhr,Polizei Berlin sucht zwei Täter nach räuberischem Diebstahl und Körperverletzung,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.847451.php,Ereignisort:Spandau
