date,title,link,location
30.06.2024 16:11 Uhr,Geldautomat gesprengt,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1461383.php,Ereignisort:Pankow
20.04.2024 17:27 Uhr,Festnahme nach Brandstiftung an Transporter,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1439444.php,Ereignisort:Marzahn-Hellersdorf
21.07.2023 10:09 Uhr,Kind bei Verkehrsunfall verletzt,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1348404.php,Ereignisort:Marzahn-Hellersdorf
12.04.2023 15:28 Uhr,Verkehrsunfallflucht endet im Alleinunfall,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1313001.php,Ereignisort:Marzahn-Hellersdorf
07.03.2022 15:12 Uhr,Rechtswidrige Datenabfrage aus polizeilichen Informationssystemen,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1183379.php,Ereignisort:Tempelhof-Schöneberg
28.02.2022 10:43 Uhr,Jugendgruppe bewirft U-Bahn mit Steinen,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1180733.php,Ereignisort:Mitte
21.02.2022 15:53 Uhr,Bilanz zur Verkehrssicherheitslage 2021 in Berlin,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1178821.php,Ereignisort:berlinweit
20.02.2022 12:21 Uhr,Bierflasche gegen fahrende Tram geworfen,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1178513.php,Ereignisort:Marzahn-Hellersdorf
19.02.2022 11:21 Uhr,Frau rassistisch beleidigt – Polizeilicher Staatsschutz ermittelt,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1178494.php,Ereignisort:Mitte
03.02.2022 10:48 Uhr,Festnahme auf frischer Tat,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1173447.php,Ereignisort:Neukölln
21.01.2022 09:44 Uhr,Laute Knallgeräusche in der Nacht,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1169524.php,Ereignisort:Spandau
16.01.2022 10:29 Uhr,Körperverletzung mit Messer,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1167757.php,Ereignisort:Friedrichshain-Kreuzberg
14.01.2022 12:46 Uhr,Von der Fahrbahn abgekommen und gegen Baum geprallt,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1167412.php,Ereignisort:Pankow
06.01.2022 14:51 Uhr,Bilanz zu Verkehrssicherheitsaktionen der Polizei Berlin im Dezember,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1164449.php,Ereignisort:berlinweit
03.01.2022 14:30 Uhr,Mutmaßlicher Dieb nach Körperverletzung gesucht,https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1151113.php,Ereignisort:Steglitz-Zehlendorf
