date,title,link,location
23.08.2024 14:01 Uhr,Mehrere Brände in einer Straße,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1478928.php,Ereignisort:Lichtenberg
29.07.2024 08:57 Uhr,Stichverletzungen nach Auseinandersetzung,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1471559.php,Ereignisort:Mitte
30.01.2024 14:48 Uhr,Rechtsextreme Äußerung und Gewaltandrohung - Tatverdächtiger ermittelt,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1409940.php,Ereignisort:Mitte
29.01.2024 09:37 Uhr,Zwei Seniorinnen angefahren,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1409582.php,Ereignisort:Steglitz-Zehlendorf
29.01.2024 09:29 Uhr,Festnahme nach Einbruch in Firmenwagen,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1409574.php,Ereignisort:Spandau
13.01.2024 10:15 Uhr,Auseinandersetzung auf Bahnsteig,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1404748.php,Ereignisort:Mitte
12.01.2024 09:50 Uhr,Jugendclub beschmiert und verwüstet,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1404395.php,Ereignisort:Friedrichshain-Kreuzberg
05.01.2024 16:25 Uhr,Bilanz zu Verkehrssicherheitsaktionen der Polizei Berlin im Dezember 2023,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1402529.php,Ereignisort:berlinweit
01.01.2024 10:24 Uhr,Jugendliche bei Verkehrsunfall verletzt,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1400708.php,Ereignisort:Friedrichshain-Kreuzberg
01.01.2024 10:15 Uhr,Mehrere Carsharing-Autos im Stadtgebiet angezündet,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1400706.php,Ereignisort:berlinweit
31.12.2023 17:06 Uhr,Paar beleidigt und geschlagen,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1400704.php,Ereignisort:Tempelhof-Schöneberg
31.12.2023 16:52 Uhr,Jugendlicher mit Messer angegriffen,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1400703.php,Ereignisort:Friedrichshain-Kreuzberg
31.12.2023 16:45 Uhr,Tote Frau in Wohnung – Ehemann festgenommen,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1400702.php,Ereignisort:Marzahn-Hellersdorf
31.12.2023 16:20 Uhr,Tötungsdelikt in der Vinetastraße – Haftbefehl gegen Tatverdächtigen erlassen,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1400517.php,Ereignisort:Pankow
31.12.2023 15:08 Uhr,Entwichene Patienten aus dem Maßregelvollzug festgenommen,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1399573.php,Ereignisort:Friedrichshain-Kreuzberg
31.12.2023 13:34 Uhr,Mehrere Fahrzeugbrände im Stadtgebiet,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1400674.php,Ereignisort:berlinweit
31.12.2023 12:40 Uhr,Vom Balkon geschossen - Festnahme,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1400673.php,Ereignisort:Lichtenberg
30.12.2023 16:47 Uhr,Polizist mit Messer bedroht,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1400619.php,Ereignisort:Friedrichshain-Kreuzberg
30.12.2023 16:35 Uhr,Tatverdächtiger nach Brandstiftung festgenommen,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1400618.php,Ereignisort:Neukölln
30.12.2023 15:17 Uhr,Seniorin bei Verkehrsunfall verletzt,https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1400617.php,Ereignisort:Steglitz-Zehlendorf
