date,title,link,location
21.06.2025 15:25 Uhr,Messerangriff in einer Grünanlage,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1572449.php,Ereignisort:Friedrichshain-Kreuzberg
21.06.2025 11:26 Uhr,Sachbeschädigung an der East Side Gallery,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1572439.php,Ereignisort:Friedrichshain-Kreuzberg
31.05.2025 15:19 Uhr,Ermittlungen nach Verdacht des Raubes und Schussabgaben,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1565579.php,Ereignisort:Mitte
04.03.2025 09:26 Uhr,Streit auf dem U-Bahnhof eskaliert – Unbekannter verletzt zwei Männer mit einem Messer,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1537246.php,Ereignisort:bezirksübergreifend
10.02.2025 07:34 Uhr,Raub auf offener Straße,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1529364.php,Ereignisort:Neukölln
02.02.2025 13:09 Uhr,Seniorin von Radfahrer überfallen,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1527260.php,Ereignisort:Neukölln
28.01.2025 17:25 Uhr,Dieb auf frischer Tat festgenommen,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1525610.php,Ereignisort:Tempelhof-Schöneberg
23.01.2025 11:38 Uhr,Von Straßenbahn erfasst und lebensbedrohlich verletzt,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1523885.php,Ereignisort:Pankow
10.01.2025 16:28 Uhr,Nach queerfeindlicher Bedrohung – Polizei Berlin bittet um Mithilfe,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1516640.php,Ereignisort:bezirksübergreifend
10.01.2025 15:03 Uhr,Drogenhändler festgenommen,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1519710.php,Ereignisort:Friedrichshain-Kreuzberg
09.01.2025 14:20 Uhr,Durchsuchungen wegen Raubüberfalls auf illegales Pokerspiel,https://www.berlin.de/polizei/polizeimeldungen/2024/pressemitteilung.1405501.php,Ereignisort:bezirksübergreifend
